Mod:Item:MetaData, Localized Name
mocreatures:recordshuffle, Zebra Music Disc
mocreatures:wyvwood_door, Wyvwood Door
mocreatures:hide, Hide
mocreatures:turkeyraw, Raw Turkey
mocreatures:turkeycooked, Cooked Turkey
mocreatures:duckraw, Raw Duck
mocreatures:duckcooked, Cooked Duck
mocreatures:hidehelmet, Hide Cap
mocreatures:hidechest, Hide Tunic
mocreatures:hidelegs, Hide Pants
mocreatures:hideboots, Hide Shoes
mocreatures:ratraw, Raw Rat
mocreatures:ratcooked, Cooked Rat
mocreatures:ratburger, Rat Burger
mocreatures:venisonraw, Raw Venison
mocreatures:venisoncooked, Cooked Venison
mocreatures:chitinblack, Dark Chitin
mocreatures:chitin, Earth Chitin
mocreatures:chitinnether, Fire Chitin
mocreatures:chitinfrost, Frost Chitin
mocreatures:chitinundead, Undead Chitin
mocreatures:scorpswordcave, Dark Scorpion Blade
mocreatures:dark_scorpion_mattock, Dark Scorpion Mattock
mocreatures:scorpaxecave, Dark Scorpion Axe
mocreatures:scorpsworddirt, Earth Scorpion Blade
mocreatures:earth_scorpion_mattock, Earth Scorpion Mattock
mocreatures:scorpaxedirt, Earth Scorpion Axe
mocreatures:scorpswordnether, Fire Scorpion Blade
mocreatures:fire_scorpion_mattock, Fire Scorpion Mattock
mocreatures:scorpaxenether, Fire Scorpion Axe
mocreatures:scorpswordfrost, Frost Scorpion Blade
mocreatures:frost_scorpion_mattock, Frost Scorpion Mattock
mocreatures:scorpaxefrost, Frost Scorpion Axe
mocreatures:scorpswordundead, Undead Scorpion Blade
mocreatures:undead_scorpion_mattock, Undead Scorpion Mattock
mocreatures:scorpaxeundead, Undead Scorpion Axe
mocreatures:scorphelmetcave, Dark Scorpion Helmet
mocreatures:scorpplatecave, Dark Scorpion Chestplate
mocreatures:scorplegscave, Dark Scorpion Leggings
mocreatures:scorpbootscave, Dark Scorpion Boots
mocreatures:scorphelmetdirt, Earth Scorpion Helmet
mocreatures:scorpplatedirt, Earth Scorpion Chestplate
mocreatures:scorplegsdirt, Earth Scorpion Leggings
mocreatures:scorpbootsdirt, Earth Scorpion Boots
mocreatures:scorphelmetnether, Fire Scorpion Helmet
mocreatures:scorpplatenether, Fire Scorpion Chestplate
mocreatures:scorplegsnether, Fire Scorpion Leggings
mocreatures:scorpbootsnether, Fire Scorpion Boots
mocreatures:scorphelmetfrost, Frost Scorpion Helmet
mocreatures:scorpplatefrost, Frost Scorpion Chestplate
mocreatures:scorplegsfrost, Frost Scorpion Leggings
mocreatures:scorpbootsfrost, Frost Scorpion Boots
mocreatures:scorphelmetundead, Undead Scorpion Helmet
mocreatures:scorpplateundead, Undead Scorpion Chestplate
mocreatures:scorplegsundead, Undead Scorpion Leggings
mocreatures:scorpbootsundead, Undead Scorpion Boots
mocreatures:scorpstingcave, Dark Scorpion Stinger
mocreatures:scorpstingdirt, Earth Scorpion Stinger
mocreatures:scorpstingnether, Fire Scorpion Stinger
mocreatures:scorpstingfrost, Frost Scorpion Stinger
mocreatures:scorpstingundead, Undead Scorpion Stinger
mocreatures:tuskswood, Wood Tusks
mocreatures:tusksiron, Iron Tusks
mocreatures:tusksdiamond, Diamond Tusks
mocreatures:elephantchest, Elephant Chest
mocreatures:elephantgarment, Elephant Garment
mocreatures:elephantharness, Elephant Harness
mocreatures:elephanthowdah, Elephant Howdah
mocreatures:mammothplatform, Mammoth Platform
mocreatures:scrolloffreedom, Scroll of Freedom
mocreatures:scrollofsale, Scroll of Sale
mocreatures:scrollofrenaming, Scroll of Renaming
mocreatures:crabraw, Raw Crab
mocreatures:crabcooked, Cooked Crab
enderportaldecoration:gateway:0, End Gateway Style Block
enderportaldecoration:gateway:1, End Gateway Style Block
enderportaldecoration:gateway:2, End Gateway Style Block
enderportaldecoration:gateway:3, End Gateway Style Block
enderportaldecoration:void:0, Void Block
enderportaldecoration:void:1, Void Block
enderportaldecoration:portal:0, End Portal Style Block
enderportaldecoration:portal:1, End Portal Style Block
enderportaldecoration:portal:2, End Portal Style Block
enderportaldecoration:portal:3, End Portal Style Block
energycontrol:block_light:0, White Lamp
energycontrol:block_light:2, Orange Lamp
energycontrol:howler_alarm, Howler Alarm
energycontrol:industrial_alarm, Industrial Alarm
energycontrol:thermal_monitor, Thermal Monitor
energycontrol:info_panel, Industrial Information Panel
energycontrol:info_panel_extender, Information Panel Extender
energycontrol:holo_panel, Holographic Information Panel
energycontrol:holo_panel_extender, Holographic Panel Extender
energycontrol:info_panel_advanced, Advanced Information Panel
energycontrol:info_panel_advanced_extender, Advanced Panel Extender
energycontrol:range_trigger, Range Trigger
energycontrol:remote_thermo, Remote Thermal Monitor
energycontrol:kit_assembler, Kit Assembler
energycontrol:timer, Timer
energycontrol:item_upgrade:0, Upgrade - Range
energycontrol:item_upgrade:1, Color Upgrade
energycontrol:item_upgrade:2, Touch Screen Upgrade
energycontrol:item_upgrade:3, Web Upgrade
energycontrol:thermometer, Thermometer
energycontrol:portable_panel, Portable Panel
energycontrol:item_kit:0, Energy Sensor Kit
energycontrol:item_kit:1, Counter Sensor Kit
energycontrol:item_kit:2, Liquid Sensor Kit
energycontrol:item_kit:3, Advanced Liquid Sensor Kit
energycontrol:item_kit:6, Remote Toggle Kit
energycontrol:item_kit:7, Remote Vanilla Kit
energycontrol:item_kit:8, Remote Inventory Kit
energycontrol:item_kit:9, Remote Redstone Kit
energycontrol:item_kit:10, Applied Energistics Sensor Kit
energycontrol:item_kit:12, Draconic Sensor Kit
energycontrol:item_kit:13, Galacticraft Sensor Kit
energycontrol:item_kit:15, NuclearCraft Sensor Kit
energycontrol:item_kit:17, Thermal Expansion Sensor Kit
energycontrol:item_kit:18, EnderIO Sensor Kit
energycontrol:item_card:0, Energy Sensor Card
energycontrol:item_card:1, Counter Sensor Card
energycontrol:item_card:2, Liquid Sensor Card
energycontrol:item_card:3, Advanced Liquid Sensor Card
energycontrol:item_card:10, Energy Array Card
energycontrol:item_card:11, Liquid Array Card
energycontrol:item_card:13, Remote Toggle Card
energycontrol:item_card:14, Remote Vanilla Card
energycontrol:item_card:15, Remote Inventory Card
energycontrol:item_card:16, Remote Redstone Card
energycontrol:item_card:18, Text Card
energycontrol:item_card:19, Time Card
energycontrol:item_card:21, Draconic Sensor Card
energycontrol:item_card:22, Applied Energistics Sensor Card
energycontrol:item_card:23, Galacticraft Sensor Card
energycontrol:item_card:26, NuclearCraft Sensor Card
energycontrol:item_card:27, AE Inventory Sensor Card
energycontrol:item_card:29, Thermal Expansion Sensor Card
energycontrol:item_card:30, EnderIO Sensor Card
energycontrol:card_holder, Card Holder
energycontrol:item_component:0, Advanced Circuit
energycontrol:item_component:1, Basic Circuit
energycontrol:item_component:2, Machine Casing
energycontrol:item_component:3, Radio Transmitter
energycontrol:item_component:4, Strong String
iceandfire:lectern, Lectern
iceandfire:podium:0, Oak Podium
iceandfire:podium:1, Spruce Podium
iceandfire:podium:2, Birch Podium
iceandfire:podium:3, Jungle Podium
iceandfire:podium:4, Acacia Podium
iceandfire:podium:5, Dark Oak Podium
iceandfire:fire_lily, Fire Lily
iceandfire:frost_lily, Frost Lily
iceandfire:goldpile, Pile of Gold
iceandfire:silverpile, Pile of Silver
iceandfire:silver_ore, Silver Ore
iceandfire:sapphire_ore, Sapphire Ore
iceandfire:silver_block, Silver Block
iceandfire:sapphire_block, Sapphire Block
iceandfire:chared_dirt, Charred Dirt
iceandfire:chared_grass, Charred Grass
iceandfire:chared_stone, Charred Stone
iceandfire:chared_cobblestone, Charred Cobblestone
iceandfire:chared_gravel, Charred Gravel
iceandfire:chared_grass_path, Charred Grass Path
iceandfire:ash, Ash
iceandfire:frozen_dirt, Frozen Dirt
iceandfire:frozen_grass, Frozen Grass
iceandfire:frozen_stone, Frozen Stone
iceandfire:frozen_cobblestone, Frozen Cobblestone
iceandfire:frozen_gravel, Frozen Gravel
iceandfire:frozen_grass_path, Frozen Grass Path
iceandfire:frozen_splinters, Frozen Splinters
iceandfire:dragon_ice, Dragon Ice
iceandfire:dragon_ice_spikes, Dragon Ice Spikes
iceandfire:nest, Dragon Nest
iceandfire:dragonscale_red, Block of Dragon Scales
iceandfire:dragonscale_green, Block of Dragon Scales
iceandfire:dragonscale_bronze, Block of Dragon Scales
iceandfire:dragonscale_gray, Block of Dragon Scales
iceandfire:dragonscale_blue, Block of Dragon Scales
iceandfire:dragonscale_white, Block of Dragon Scales
iceandfire:dragonscale_sapphire, Block of Dragon Scales
iceandfire:dragonscale_silver, Block of Dragon Scales
iceandfire:dragon_bone_block, Block of Dragon Bones
iceandfire:dragon_bone_wall, Dragon Bone Wall
iceandfire:dragonforge_fire_brick, Dragonforge Fire Brick
iceandfire:dragonforge_ice_brick, Dragonforge Ice Brick
iceandfire:dragonforge_fire_input, Dragonforge Fire Aperture
iceandfire:dragonforge_ice_input, Dragonforge Ice Aperture
iceandfire:dragonforge_fire_core_disabled, Dragonforge Fire Core
iceandfire:dragonforge_ice_core_disabled, Dragonforge Ice Core
iceandfire:dragonforge_fire_core, Dragonforge Fire Core
iceandfire:dragonforge_ice_core, Dragonforge Ice Core
iceandfire:egginice, Frozen Dragon Egg
iceandfire:pixie_house:0, Brown Mushroom Pixie Hovel
iceandfire:pixie_house:1, Red Mushroom Pixie Hovel
iceandfire:pixie_house:2, Birch Pixie Hovel
iceandfire:pixie_house:3, Oak Pixie Hovel
iceandfire:pixie_house:4, Dark Oak Pixie Hovel
iceandfire:pixie_house:5, Spruce Pixie Hovel
iceandfire:venerable_stump, Venerable Stump
iceandfire:jar_empty, Jar
iceandfire:jar_pixie:0, Pixie Jar
iceandfire:jar_pixie:1, Pixie Jar
iceandfire:jar_pixie:2, Pixie Jar
iceandfire:jar_pixie:3, Pixie Jar
iceandfire:jar_pixie:4, Pixie Jar
iceandfire:myrmex_resin:0, Desert Myrmex Resin
iceandfire:myrmex_resin:1, Jungle Myrmex Resin
iceandfire:myrmex_resin_sticky:0, Sticky Desert Myrmex Resin
iceandfire:myrmex_resin_sticky:1, Sticky Jungle Myrmex Resin
iceandfire:desert_myrmex_cocoon, Desert Myrmex Cocoon
iceandfire:jungle_myrmex_cocoon, Jungle Myrmex Cocoon
iceandfire:myrmex_desert_biolight, Desert Myrmex Bioluminescence
iceandfire:myrmex_jungle_biolight, Jungle Myrmex Bioluminescence
iceandfire:myrmex_desert_resin_block, Hardened Desert Myrmex Resin
iceandfire:myrmex_jungle_resin_block, Hardened Jungle Myrmex Resin
iceandfire:myrmex_desert_resin_glass, Desert Myrmex Resin Glass
iceandfire:myrmex_jungle_resin_glass, Jungle Myrmex Resin Glass
iceandfire:dragonsteel_fire_block, Block of Fire Dragonsteel
iceandfire:dragonsteel_ice_block, Block of Ice Dragonsteel
iceandfire:dread_stone, Dreadstone
iceandfire:dread_stone_bricks, Dreadstone Bricks
iceandfire:dread_stone_bricks_chiseled, Chiseled Dreadstone Bricks
iceandfire:dread_stone_bricks_cracked, Cracked Dreadstone Bricks
iceandfire:dread_stone_bricks_mossy, Mossy Dreadstone Bricks
iceandfire:dread_stone_tile, Dreadstone Tile
iceandfire:dread_stone_face, Dreadstone Chiseled Skull
iceandfire:dread_torch, Dreadstone Torch
iceandfire:dread_stone_stairs, Dreadstone Bricks Stairs
iceandfire:dread_stone_slab_double:0, Dreadstone Bricks Slab
iceandfire:dread_stone_slab:0, Dreadstone Bricks Slab
iceandfire:dreadwood_log, Dreadwood Log
iceandfire:dreadwood_planks, Dreadwood Planks
iceandfire:dreadwood_planks_lock, Dreadwood Keyhole
iceandfire:dread_portal, Dread Lands Portal
iceandfire:dread_spawner, Dreadstone Mob Spawner
iceandfire:burnt_torch, Burnt Out Torch
iceandfire:crackled_dirt, Crackled Dirt
iceandfire:crackled_grass, Crackled Grass
iceandfire:crackled_stone, Crackled Stone
iceandfire:crackled_cobblestone, Crackled Cobblestone
iceandfire:crackled_gravel, Crackled Gravel
iceandfire:crackled_grass_path, Crackled Grass Path
iceandfire:dragonforge_lightning_brick, Dragonforge Lightning Brick
iceandfire:dragonforge_lightning_input, Dragonforge Lightning Aperture
iceandfire:dragonforge_lightning_core_disabled, Dragonforge Lightning Core
iceandfire:dragonforge_lightning_core, Dragonforge Lightning Core
iceandfire:copperpile, Pile of Copper
iceandfire:lightning_lily, Lightning Lily
iceandfire:dragonscale_electric, Block of Dragon Scales
iceandfire:dragonscale_amythest, Block of Dragon Scales
iceandfire:dragonscale_copper, Block of Dragon Scales
iceandfire:dragonscale_black, Block of Dragon Scales
iceandfire:copper_ore, Copper Ore
iceandfire:amythest_ore, Amethyst Ore
iceandfire:copper_block, Block of Copper
iceandfire:amythest_block, Block of Amethyst
iceandfire:dragonsteel_lightning_block, Block of Lightning Dragonsteel
iceandfire:sea_serpent_scale_block_blue, Block of Sea Serpent Scales
iceandfire:sea_serpent_scale_block_bronze, Block of Sea Serpent Scales
iceandfire:sea_serpent_scale_block_deepblue, Block of Sea Serpent Scales
iceandfire:sea_serpent_scale_block_green, Block of Sea Serpent Scales
iceandfire:sea_serpent_scale_block_purple, Block of Sea Serpent Scales
iceandfire:sea_serpent_scale_block_red, Block of Sea Serpent Scales
iceandfire:sea_serpent_scale_block_teal, Block of Sea Serpent Scales
iceandfire:bestiary, Bestiary
iceandfire:manuscript, Manuscript
iceandfire:sapphire_gem, Sapphire
iceandfire:silver_ingot, Silver Ingot
iceandfire:silver_nugget, Silver Nugget
iceandfire:armor_silver_metal_helmet, Silver Helmet
iceandfire:armor_silver_metal_chestplate, Silver Chestplate
iceandfire:armor_silver_metal_leggings, Silver Leggings
iceandfire:armor_silver_metal_boots, Silver Boots
iceandfire:silver_sword, Silver Sword
iceandfire:silver_shovel, Silver Shovel
iceandfire:silver_pickaxe, Silver Pickaxe
iceandfire:silver_axe, Silver Axe
iceandfire:silver_hoe, Silver Hoe
iceandfire:fire_stew, Fire Lily Mixture
iceandfire:frost_stew, Frost Lily Mixture
iceandfire:dragonegg_red:0, Dragon Egg
iceandfire:dragonegg_green:0, Dragon Egg
iceandfire:dragonegg_bronze:0, Dragon Egg
iceandfire:dragonegg_gray:0, Dragon Egg
iceandfire:dragonegg_blue:0, Dragon Egg
iceandfire:dragonegg_white:0, Dragon Egg
iceandfire:dragonegg_sapphire:0, Dragon Egg
iceandfire:dragonegg_silver:0, Dragon Egg
iceandfire:dragonscales_red:0, Dragon Scales
iceandfire:dragonscales_green:0, Dragon Scales
iceandfire:dragonscales_bronze:0, Dragon Scales
iceandfire:dragonscales_gray:0, Dragon Scales
iceandfire:dragonscales_blue:0, Dragon Scales
iceandfire:dragonscales_white:0, Dragon Scales
iceandfire:dragonscales_sapphire:0, Dragon Scales
iceandfire:dragonscales_silver:0, Dragon Scales
iceandfire:dragonbone, Dragon Bone
iceandfire:witherbone, Witherbone
iceandfire:fishing_spear, Fishing Spear
iceandfire:wither_shard, Witherbone Shard
iceandfire:dragonbone_sword, Dragon Bone Sword
iceandfire:dragonbone_shovel, Dragon Bone Shovel
iceandfire:dragonbone_pickaxe, Dragon Bone Pickaxe
iceandfire:dragonbone_axe, Dragon Bone Axe
iceandfire:dragonbone_hoe, Dragon Bone Hoe
iceandfire:dragonbone_sword_fire, Flamed Dragon Bone Sword
iceandfire:dragonbone_sword_ice, Iced Dragon Bone Sword
iceandfire:dragonbone_arrow, Dragon Bone Arrow
iceandfire:dragonbone_bow, Dragon Bone Bow
iceandfire:dragon_skull:0, Dragon Skull
iceandfire:dragon_skull:1, Dragon Skull
iceandfire:dragon_skull:2, Dragon Skull
iceandfire:dragonarmor_iron:0, Iron Dragon Armor
iceandfire:dragonarmor_iron:1, Iron Dragon Armor
iceandfire:dragonarmor_iron:2, Iron Dragon Armor
iceandfire:dragonarmor_iron:3, Iron Dragon Armor
iceandfire:dragonarmor_gold:0, Gold Dragon Armor
iceandfire:dragonarmor_gold:1, Gold Dragon Armor
iceandfire:dragonarmor_gold:2, Gold Dragon Armor
iceandfire:dragonarmor_gold:3, Gold Dragon Armor
iceandfire:dragonarmor_diamond:0, Diamond Dragon Armor
iceandfire:dragonarmor_diamond:1, Diamond Dragon Armor
iceandfire:dragonarmor_diamond:2, Diamond Dragon Armor
iceandfire:dragonarmor_diamond:3, Diamond Dragon Armor
iceandfire:dragonarmor_silver:0, Silver Dragon Armor
iceandfire:dragonarmor_silver:1, Silver Dragon Armor
iceandfire:dragonarmor_silver:2, Silver Dragon Armor
iceandfire:dragonarmor_silver:3, Silver Dragon Armor
iceandfire:dragonarmor_dragonsteel_fire:0, Fire Dragonsteel Dragon Armor
iceandfire:dragonarmor_dragonsteel_fire:1, Fire Dragonsteel Dragon Armor
iceandfire:dragonarmor_dragonsteel_fire:2, Fire Dragonsteel Dragon Armor
iceandfire:dragonarmor_dragonsteel_fire:3, Fire Dragonsteel Dragon Armor
iceandfire:dragonarmor_dragonsteel_ice:0, Ice Dragonsteel Dragon Armor
iceandfire:dragonarmor_dragonsteel_ice:1, Ice Dragonsteel Dragon Armor
iceandfire:dragonarmor_dragonsteel_ice:2, Ice Dragonsteel Dragon Armor
iceandfire:dragonarmor_dragonsteel_ice:3, Ice Dragonsteel Dragon Armor
iceandfire:dragon_meal, Dragon Meal
iceandfire:sickly_dragon_meal, Sickly Dragon Meal
iceandfire:creative_dragon_meal, Creative Dragon Meal
iceandfire:fire_dragon_flesh, Fire Dragon Flesh
iceandfire:ice_dragon_flesh, Ice Dragon Flesh
iceandfire:fire_dragon_heart, Fire Dragon Heart
iceandfire:ice_dragon_heart, Ice Dragon Heart
iceandfire:fire_dragon_blood, Fire Dragon Blood
iceandfire:ice_dragon_blood, Ice Dragon Blood
iceandfire:dragon_stick, Dragon Command Staff
iceandfire:dragon_horn_fire, Legacy Dragon Horn
iceandfire:dragon_horn_ice, Legacy Dragon Horn
iceandfire:dragon_horn, Dragon Horn
iceandfire:dragon_flute, Dragon Bone Flute
iceandfire:summoning_crystal_fire, Fire Dragon Summoning Crystal
iceandfire:summoning_crystal_ice, Ice Dragon Summoning Crystal
iceandfire:hippogryph_egg:0, Hippogryph Egg
iceandfire:hippogryph_egg:1, Hippogryph Egg
iceandfire:hippogryph_egg:2, Hippogryph Egg
iceandfire:hippogryph_egg:3, Hippogryph Egg
iceandfire:hippogryph_egg:4, Hippogryph Egg
iceandfire:hippogryph_egg:5, Hippogryph Egg
iceandfire:hippogryph_egg:6, Hippogryph Egg
iceandfire:iron_hippogryph_armor, Iron Hippogryph Armor
iceandfire:gold_hippogryph_armor, Gold Hippogryph Armor
iceandfire:diamond_hippogryph_armor, Diamond Hippogryph Armor
iceandfire:hippogryph_talon, Hippogryph Talon
iceandfire:hippogryph_sword, Hippogryph Talon Sword
iceandfire:gorgon_head, Gorgon Head
iceandfire:stone_statue, Stone Statue
iceandfire:blindfold, Blindfold
iceandfire:pixie_dust, Pixie Dust
iceandfire:pixie_wings, Pixie Wings
iceandfire:pixie_wand, Pixie Wand
iceandfire:ambrosia, Ambrosia
iceandfire:cyclops_eye, Eye of Cyclops
iceandfire:sheep_helmet, Sheep Disguise Helmet
iceandfire:sheep_chestplate, Sheep Disguise Chestplate
iceandfire:sheep_leggings, Sheep Disguise Leggings
iceandfire:sheep_boots, Sheep Disguise Boots
iceandfire:shiny_scales, Shiny Scales
iceandfire:siren_tear, Siren Tear
iceandfire:siren_flute, Siren Flute
iceandfire:hippocampus_fin, Hippocampus Fin
